Название;Цена;"Ссылка на страницу товара";"Ссылка на картинку товара";"Категория товара"
"Babies P-2H";130;http://127.0.0.1/product/babies-p-2h;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh_babies_p-2h_id_3777.jpeg;Манежи
"Babies P-2HP";130;http://127.0.0.1/product/babies-p-2hp;http://127.0.0.1/assets/images/catalog/big/Detskiy_manezh_Babies_P-2HP_.jpg;Манежи
"Babies P-2J";130;http://127.0.0.1/product/babies-p-2j;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh_babies_p-2j_id_3778.jpeg;Манежи
"Babies P-1A";138;http://127.0.0.1/product/babies-p-1a;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh_babies_p-1a_id_3779.jpeg;Манежи
"Babies P-1BK";138;http://127.0.0.1/product/babies-p-1bk;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh_babies_p-1bk_id_3780.jpeg;Манежи
"Babies P-1YO";139;http://127.0.0.1/product/babies-p-1yo;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh_babies_p-1yo_id_3781.jpeg;Манежи
"Babies P-695H";136;http://127.0.0.1/product/babies-p-695h;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh_babies_p-695h_id_3782.jpeg;Манежи
"Babies P-695I";136;http://127.0.0.1/product/babies-p-695i;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh_babies_p-695i_id_3783.jpeg;Манежи
"Babies P-695J";136;http://127.0.0.1/product/babies-p-695j;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh_babies_p-695j_id_3784.jpeg;Манежи
"Babies H-1";55;http://127.0.0.1/product/babies-h-1;http://127.0.0.1/assets/images/catalog/big/stul_dlya_kormleniya_babies_h-1_cvet_koala.jpeg;Стульчики
"Babies R-1B";72;http://127.0.0.1/product/babies-r-1b;http://127.0.0.1/assets/images/catalog/big/Detskiy_shezlong_Babies_R-1B_duga_s_igrushkami.jpeg;"Транспорт для детей"
"Babies R-1C";72;http://127.0.0.1/product/babies-r-1c;http://127.0.0.1/assets/images/catalog/big/Detskiy_shezlong_Babies_R-1C_.jpeg;"Транспорт для детей"
"Cybex Callisto";35;http://127.0.0.1/product/dapter-dlya-avtokresla-cybex-callisto;http://127.0.0.1/assets/images/catalog/big/adapter_dlya_avtokresla_cybex_callisto_id_3787.jpeg;Аксессуары
"Cybex Aton";0;http://127.0.0.1/product/adapter-dlya-avtokresla-cybex-aton;http://127.0.0.1/assets/images/catalog/big/adapter_dlya_avtokresla_cybex_aton_id_3788.jpeg;Аксессуары
"Cybex Aton Base 2-fix";156;http://127.0.0.1/product/cybex-aton-base-2-fix;http://127.0.0.1/assets/images/catalog/big/baza_dlya_avtokresla_cybex_aton_base_2-fix_id_3789.jpeg;Аксессуары
"Cybex Sirona";55;http://127.0.0.1/product/letniy-chehol-cybex-sirona;http://127.0.0.1/assets/images/catalog/big/letniy_antibakterialnyy_chehol_dlya_avtokresla_cybex_sirona_id_3790.jpeg;Аксессуары
"Cybex Atona";38;http://127.0.0.1/product/letniy-chehol-cybex-atona;http://127.0.0.1/assets/images/catalog/big/letniy_antibakterialnyy_chehol_dlya_avtokresla_cybex_atona_id_3791.jpeg;Аксессуары
"Cybex Juno-fix";32;http://127.0.0.1/product/letniy-chehol-cybex-juno--fix;http://127.0.0.1/assets/images/catalog/big/letniy_antibakterialnyy_chehol_dlya_avtokresla_cybex_juno_-fix_id_3792.jpeg;Аксессуары
"Cybex Ремень Cybex";8;http://127.0.0.1/product/cybex--art.-511410001-;http://127.0.0.1/assets/images/catalog/big/remen_sistemy_krepleniya_dlya_avtokresla_remen_cybex_id_3793.jpeg;Аксессуары
"Cybex Denim by Lala Berlin Blue";97;http://127.0.0.1/product/sumka-cybex-denim-by-lala-berlin-blue;http://127.0.0.1/assets/images/catalog/big/sumka_dlya_mamy_denim_by_lala_berlin_blue_id_3794.jpeg;Аксессуары
"Welldon For Lady ";15;http://127.0.0.1/product/welldon-for-lady-;http://127.0.0.1/assets/images/catalog/big/Bahilki_Welldon_For_Lady__dlya_mamy_i_malysha.jpg;Аксессуары
"Welldon For Baby ";15;http://127.0.0.1/product/welldon-for-baby-;http://127.0.0.1/assets/images/catalog/big/Bahilki_Welldon_For_Baby__detskie_i_dlya_mamy.jpg;Аксессуары
"Welldon Isofix DS06-T";98;http://127.0.0.1/product/welldon-isofix-ds06-t;http://127.0.0.1/assets/images/catalog/big/baza_dlya_avtokresla_welldon_isofix_ds06-t_id_3795.jpeg;Аксессуары
"Welldon ";40;http://127.0.0.1/product/sumka-chehol-dlya-avtokresel-welldon-;http://127.0.0.1/assets/images/catalog/big/sumka_chehol_dlya_avtokresla_sumka-chehol_dlya_avtokresel_welldon__id_3796.jpeg;Аксессуары
"Welldon Welldon (в машину)";35;http://127.0.0.1/product/nabor-kovrik---organayzer-welldon;http://127.0.0.1/assets/images/catalog/big/Nabor_kovrik___organayzer_Welldon_.jpg;Аксессуары
"Cybex My.GO";94;http://127.0.0.1/product/cybex-my.go;http://127.0.0.1/assets/images/catalog/big/sumka-kenguru_cybex_my.go_cvet_poppy_red.jpeg;Сумки-кенгуру
"Cybex First GO";152;http://127.0.0.1/product/cybex-first-go;http://127.0.0.1/assets/images/catalog/big/sumka-kenguru_cybex_first_go_cvet_classic_black_.jpeg;Сумки-кенгуру
"Cybex 2 Go";110;http://127.0.0.1/product/cybex-2-go;http://127.0.0.1/assets/images/catalog/big/sumka-kenguru_cybex_2_go_cvet_classic_black.jpeg;Сумки-кенгуру
"Антел Ульяна-1";110;http://127.0.0.1/product/antel-ulyana-1;http://127.0.0.1/assets/images/catalog/big/Detskiy_pelenalnyy_komod_Antel_Ulyana-1_cvet_klen_1.jpg;"Для пеленания"
"Дэми ""Мишутка 1"" металлические с толкателем и спинкой (с роликами)";28;http://127.0.0.1/product/mishutka-1-metallicheskie-s-tolkatelem-i-spinkoy-s-rolikami;http://127.0.0.1/assets/images/catalog/big/Detskie_sanki__Mishutka_1__metallicheskie_s_tolkatelem_i_spinkoy__s_rolikami__Sanki_Mishutka_1_vid_sboku_1.jpg;"Спорт и отдых"
"Дэми ""Мишутка 1"" металлические с толкателем и спинкой ";27;http://127.0.0.1/product/mishutka-1-metallicheskie-s-tolkatelem-i-spinkoy;http://127.0.0.1/assets/images/catalog/big/Detskie_sanki__Mishutka_1__metallicheskie_s_tolkatelem_i_spinkoy__Sanki_Mishutka_1_vid_sboku.jpg;"Спорт и отдых"
"Baby Design Libero";95;http://127.0.0.1/product/baby-design-libero;http://127.0.0.1/assets/images/catalog/big/Detskoe_avtokreslo_Baby_Design_Libero_cvet_02__2014_.jpg;Автокресла
"Baby Design Libero Fit";105;http://127.0.0.1/product/baby-design-libero-fit;http://127.0.0.1/assets/images/catalog/big/Detskoe_avtokreslo_Baby_Design_Libero_Fit_cvet_10__2014_.jpg;Автокресла
"ИМГО Снежинка";68;http://127.0.0.1/product/imgo-snezhinka;http://127.0.0.1/assets/images/catalog/big/Sanki-kolyaska_IMGO_Snezhinka_s_chehlom_na_nozhki_1.jpg;"Спорт и отдых"
"QuickSmart ETS";150;http://127.0.0.1/product/quicksmart-ets;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_QuickSmart_ETS_cvet_Graffiti_1.jpg;Коляски
"ToyMonster Smiley Neon Whirlee";30;http://127.0.0.1/product/toymonster-smiley-neon-whirlee;http://127.0.0.1/assets/images/catalog/big/Katalka_ToyMonster_Smiley_Neon_Whirlee_cvet_Green.jpg;Ходунки
